MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,TCATALOGO,CODIGO_SIG,ESTADO,FECULTPREC,FECHAVRS,PRDSTKPROM,_NullFlags
11897,,SONDA VESICAL TIPO NELATON N¢ 8 F..,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.711111,0.8,0.9,,0,0,0,0,N,2018-08-31 15:04:43.999000,,0.711111,0.8,0.9,X,,,,,,495700510007,,2018-05-10,,0,b'\x00'
11898,,SONDA VESICAL TIPO NELATON N° 08,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.89,1.0013,1.1,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700510007,,2018-05-10,,0,b'\x00'
11899,,SONDA RECTAL N° 10 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530013,,,,0,b'\x00'
11900,,SONDA RECTAL N° 12 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.193086,1.342222,1.51,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.193086,1.342222,1.51,X,,,,,,495700530012,,2018-05-10,,0,b'\x00'
11901,,SONDA RECTAL N° 14 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.106172,1.244444,1.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.106172,1.244444,1.4,X,,,,,,495700530006,,2018-05-10,,0,b'\x00'
11902,,SONDA RECTAL DESCARTABLE Nº 16,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.185185,1.333333,1.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.185185,1.333333,1.5,X,,,,,,495700530002,,2018-05-10,,0,b'\x00'
11903,,SONDA RECTAL N° 18 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.185185,1.333333,1.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.185185,1.333333,1.5,X,,,,,,495700530019,,2018-05-10,,0,b'\x00'
11904,,SONDA RECTAL N° 20 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.185185,1.333333,1.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.185185,1.333333,1.5,X,,,,,,495700530001,,2018-05-10,,0,b'\x00'
11905,,SONDA RECTAL N° 22 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530005,,,,0,b'\x00'
11906,,SONDA RECTAL N° 24 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530009,,,,0,b'\x00'
11907,,SONDA RECTAL N° 26 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530016,,,,0,b'\x00'
11908,,SONDA RECTAL N° 28 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.58,1.7775,1.98,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530003,,2018-05-10,,0,b'\x00'
11909,,SONDA RECTAL N° 30 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530004,,,,0,b'\x00'
11910,,SONDA RECTAL N° 32 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700530010,,,,0,b'\x00'
11914,,SONDA VESICAL TIPO FOLEY 3 VIAS DESCARTABLE N° 12 CON BALON 5 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540092,,,,0,b'\x00'
11915,,"SONDA VESICAL TIPO FOLEY 3 VIAS N° 14 F, BALON 5 mL",,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540093,,,,0,b'\x00'
11916,,SONDA VESICAL TIPO FOLEY 3 VIAS DESCARTABLE N° 16 CON BALON 5 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540094,,,,0,b'\x00'
11917,,SONDA VESICAL TIPO FOLEY 3 VIAS DESCARTABLE Nº 18,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540062,,,,0,b'\x00'
11918,,SONDA VESICAL TIPO FOLEY 3 VIAS DESCARTABLE N° 8,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540073,,,,0,b'\x00'
11920,,SONDA VESICAL TIPO FOLEY 2 VIAS DESCARTABLE N° 10,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.291358,2.577778,2.9,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.291358,2.577778,2.9,X,,,,,,495700540014,,2018-05-10,,0,b'\x00'
11921,,SONDA VESICAL TIPO FOLEY 2 VIAS DESCARTABLE Nº 12,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,1.635,1.839,2.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700540022,,2018-05-10,,0,b'\x00'
11922,,SONDA VESICAL TIPO FOLEY 2 VIAS DESCARTABLE N° 12 CON BALON 5 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.12,2.385,2.65,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,3.0,X,,,,,,495700540087,,2018-05-10,,0,b'\x00'
11923,,SONDA VESICAL TIPO FOLEY 2 VIAS DESCARTABLE N° 14 CON BALON 5 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.12,2.385,2.65,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700540081,,2018-05-10,,0,b'\x00'
11924,,SONDA VESICAL TIPO FOLEY 2 VIAS DESCARTABLE N° 16 CON BALON 5 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.12,2.385,2.65,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700540082,,2018-05-10,,0,b'\x00'
11925,,SONDA VESICAL TIPO FOLEY 2 VIAS N° 18 F,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.376,2.673,2.97,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540017,,2018-05-10,,0,b'\x00'
11926,,SONDA VESICAL TIPO FOLEY 2 VIAS N° 20 F,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540018,,,,0,b'\x00'
11928,,SONDA VESICAL TIPO FOLEY 2 VIAS N° 8 F,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540057,,,,0,b'\x00'
11929,,SONDA VESICAL FOLEY X 2 VIAS,,8 X 3,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11930,,SONDA VESICAL TIPO FOLEY 3 VIAS N° 20 F,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700540063,,,,0,b'\x00'
11931,,"SONDA VESICAL TIPO FOLEY 3 VIAS N° 22 F, BALON 5 mL",,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11934,,STERI DRAPE,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11936,,STERI STRIP (sutura cutanea),,1546,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11938,,SUTURA CUTANEA ADHESIVA 6 mm X 100 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,3.8,4.275,4.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700560419,,2018-05-10,,0,b'\x00'
11955,,SUTURA  CATGUT OFTALMICO 45 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11959,,SUTURA  CATGUT SIMPLE,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11961,,SUTURA CATGUT SIMPLE 3/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701370026,,,,0,b'\x00'
11962,,SUTURA CATGUT SIMPLE 3/0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701370101,,,,0,b'\x00'
11964,,SUTURA  NYLON MONOFILAMENTO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11965,,SUTURA  NYLON MONOFILAMENTO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11966,,SUTURA  NYLON MONOFILAMENTO 13 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11967,,SUTURA NYLON AZUL MONOFILAMENTO 3/0 C/A 3/8 CIRCULO CORTANTE 25 mm X 45 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360138,,,,0,b'\x00'
11968,,SUTURA NYLON MONOFILAMENTO 3/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 45 cm*,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,0,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360171,,,,0,b'\x00'
11969,,SUTURA NYLON AZUL MONOFILAMENTO 4/0 C/A 3/8 CIRCULO CORTANTE 25 mm X 45 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360537,,,,0,b'\x00'
11970,,SUTURA NYLON MONOFILAMENTO 4/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 45 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360544,,,,0,b'\x00'
11973,,SUTURA NYLON MONOFILAMENTO 6/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 45 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360416,,,,0,b'\x00'
11974,,SUTURA NYLON MONOFILAMENTO 3/0 C/A 3/8 CIRCULO REDONDA 15 mm X 75 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.912,3.276,3.64,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360545,,2018-05-10,,0,b'\x00'
11977,,SUTURA NYLON AZUL MONOFILAMENTO 5/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495701360330,,,,0,b'\x00'
11982,,SUTURA  SEDA VIRGEN 45 CM,,6/0  3/8 2AE,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11983,,SUTURA  SEDA VIRGEN 45 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580487,,,,0,b'\x00'
11984,,SUTURA  SEDA VIRGEN 45 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11987,,SUTURA ABSORBIBLE CATGUT  CROMICO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
11988,,SUTURA CATGUT CROMICO 4/0 S/A X 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570380,,,,0,b'\x00'
11990,,SUTURA CATGUT CROMICO 1  S/A150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.852346,3.208889,3.61,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.852346,3.208889,3.61,X,,,,,,495700570035,,2018-05-10,,0,b'\x00'
11991,,SUTURA CATGUT CROMICO 2/0 S/A 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.844444,3.2,3.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.844444,3.2,3.6,S,,,,,,495700570127,,2018-05-10,,0,b'\x00'
11992,,SUTURA CATGUT CROMICO 2/0 C/A1/2 CIRCULO REDONDA 30 mm X 150 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570005,,,,0,b'\x00'
11993,,SUTURA CATGUT CROMICO 3/0  SIN AGUJA 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.464,2.772,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,,495700570214,,2018-05-10,,0,b'\x00'
11995,,SUTURA CATGUT CROMICO 0 C/A 1/2 CIRCULO REDONDA 20 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,1.95,2.194,2.44,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570265,,2018-05-10,,0,b'\x00'
11996,,SUTURA CATGUT CROMICO 1 C/A 1/2 CIRCULO REDONDA 20 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570266,,,,0,b'\x00'
11997,,SUTURA CATGUT  CROMICO 1 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.4,2.7,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,,495700570334,,2018-05-10,,0,b'\x00'
11998,,SUTURA CATGUT  CROMICO 2 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.96,4.455,4.95,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570146,,2018-05-10,,0,b'\x00'
11999,,SUTURA CATGUT  CROMICO 3/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570147,,,,0,b'\x00'
12000,,SUTURA CATGUT CROMICO 3/0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm*,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.449383,2.755556,3.1,,0,0,0,0,N,2018-08-31 15:04:43.999000,,2.449383,2.755556,3.1,X,,,,,,495700570398,,2018-05-10,,0,b'\x00'
12001,,SUTURA CATGUT CROMICO 4/0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.4,2.7,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700570246,,2018-05-10,,0,b'\x00'
12003,,SUTURA ABSORBIBLE CATGUT CROMICO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,,,0,b'\x00'
12005,,SUTURA CATGUT CROMICO 0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.38,2.678,2.95,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570046,,2018-05-10,,0,b'\x00'
12006,,SUTURA CATGUT CROMICO 0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.844,3.2,3.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,,495700570328,,2018-05-10,,0,b'\x00'
12007,,SUTURA CATGUT CROMICO 0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.844,3.2,3.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,,495700570264,,2018-05-10,,0,b'\x00'
12008,,SUTURA CATGUT CROMICO 0 C/A 1/2 CIRCULO REDONDA 40 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.08,3.465,3.85,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,,495700570223,,2018-05-10,,0,b'\x00'
12009,,SUTURA CATGUT CROMICO 1 C/2A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570375,,,,0,b'\x00'
12010,,SUTURA CATGUT CROMICO 1 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.504,3.942,4.38,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,3.0,X,,,,,,495700570037,,2018-05-10,,0,b'\x00'
12011,,SUTURA CATGUT CROMICO 1 C/A 1/2 CIRCULO REDONDA 40 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.449,2.756,3.1,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700570045,,2018-05-10,,0,b'\x00'
12012,,SUTURA CATGUT CROMICO 1 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570254,,,,0,b'\x00'
12015,,SUTURA CATGUT CROMICO 1/0  S/A 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.607407,2.933333,3.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.607407,2.933333,3.3,X,,,,,,495700570225,,2018-05-10,,0,b'\x00'
12016,,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.38,2.6775,2.95,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700570048,,2018-05-10,,0,b'\x00'
12017,,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm*,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.85,2.081,2.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570210,,2018-05-10,,0,b'\x00'
12018,,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700570042,,2018-05-10,,0,b'\x00'
12019,,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO REDONDA 40 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,3.0,X,,,,,,495700570065,,2018-05-10,,0,b'\x00'
12020,,SUTURA CATGUT CROMICO 2/0  S/A 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570212,,,,0,b'\x00'
12022,,SUTURA CATGUT CROMICO 3/0 C/A 1/2 CIRCULO REDONDA 20 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570228,,2018-05-10,,0,b'\x00'
12023,,SUTURA CATGUT CROMICO 3/0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,4.48,5.04,5.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,3.0,X,,,,,,495700570038,,2018-05-10,,0,b'\x00'
12024,,SUTURA CATGUT CROMICO 3/0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.3,2.58,2.87,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,,495700570040,,2018-07-01,,0,b'\x00'
12025,,SUTURA CATGUT CROMICO 3/0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.5,2.813,3.13,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570039,,2018-05-10,,0,b'\x00'
12026,,SUTURA CATGUT CROMICO 4/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.844444,3.2,3.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.844444,3.2,3.6,X,,,,,,495700570041,,2018-05-10,,0,b'\x00'
12027,,SUTURA CATGUT CROMICO 4/0 C/A 1/2 CIRCULO REDONDA 20 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,S,,,,,,495700570229,,2018-05-10,,0,b'\x00'
12028,,SUTURA CATGUT CROMICO 4/0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570134,,,,0,b'\x00'
12030,,SUTURA CATGUT CROMICO 5/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.3,2.5875,2.88,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570066,,2018-05-10,,0,b'\x00'
12031,,SUTURA CATGUT CROMICO 5/0 C/A 1/2 CIRCULO REDONDA 20 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,4.15,4.6688,5.1,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,S,,,,,,495700570236,,2018-05-10,,0,b'\x00'
12034,,SUTURA CATGUT CROMICO 0 S/A 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.844444,3.2,3.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.844444,3.2,3.6,X,,,,,,495700570044,,2018-05-10,,0,b'\x00'
12035,,SUTURA CATGUT CROMICO 2 S/A 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700570342,,,,0,b'\x00'
12037,,SUTURA CATGUT CROMICO 1/0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.852346,3.208889,3.61,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.852346,3.208889,3.61,X,,,,,,495700570346,,2018-05-10,,0,b'\x00'
